Planet,eclipse_observed,b_occ_median,k_nominal,prob_false_eclipse,prob_grazing_eclipse,prob_true_eclipse,dominant_regime
TOI-4463Ab,False,0.8532,0.1145,0.0502,0.3353,0.6145,True Eclipse
WASP-18b,True,0.389,0.1018,0.0,0.0023,0.9977,True Eclipse
HATS-57b,False,0.2748,0.1218,0.0,0.0,1.0,True Eclipse
WASP-182b,False,0.8442,0.0652,0.1914,0.1603,0.6482,True Eclipse
TOI-776b,False,0.1901,0.0316,0.0,0.0,1.0,True Eclipse
K2-174b,False,0.024,0.036,0.0,0.0,1.0,True Eclipse
TOI-5027b,False,0.4321,0.106,0.0,0.0,1.0,True Eclipse
TrES-2b,True,0.8218,0.1278,0.0,0.1852,0.8148,True Eclipse
K2-29b,False,0.4598,0.1373,0.0016,0.0081,0.9903,True Eclipse
K2-266d,False,0.3213,0.0383,0.0016,0.0022,0.9962,True Eclipse
TOI-1231b,False,0.2977,0.0701,0.0005,0.0038,0.9957,True Eclipse
TOI-2076c,False,0.0701,0.0407,0.0,0.0,1.0,True Eclipse
TOI-1201b,False,0.3888,0.0438,0.0003,0.0025,0.9972,True Eclipse
TOI-1431b,True,0.8839,0.0796,0.0,0.0094,0.9906,True Eclipse
KOI-7368b,False,0.7779,0.0437,0.2766,0.0659,0.6575,True Eclipse
TOI-5398c,False,0.3112,0.0308,0.0025,0.0014,0.9961,True Eclipse
HD110113b,False,0.3383,0.018,0.0046,0.001,0.9944,True Eclipse
K2-405b,False,0.9151,0.0548,0.3658,0.0993,0.5349,True Eclipse
TOI-1268b,False,0.3712,0.091,0.0,0.0,1.0,True Eclipse
TOI-1298b,False,0.1804,0.0612,0.0,0.0,1.0,True Eclipse
TOI-1842b,False,1.2942,0.0557,0.959,0.0321,0.0089,False Eclipse
TOI-833b,False,0.2919,0.0194,0.0,0.0,0.0,False Eclipse
GJ3929b,False,0.4466,0.0156,0.0,0.0,1.0,True Eclipse
TOI-1670c,False,0.8711,0.0762,0.0,0.0061,0.9939,True Eclipse
TOI-1246b,False,0.4582,0.031,0.0063,0.0013,0.9924,True Eclipse
TOI-2046b,False,0.5041,0.1213,0.0048,0.0049,0.9903,True Eclipse
TOI-1422b,False,0.2002,0.0356,0.0,0.0,1.0,True Eclipse
HD93963Ac,False,0.6275,0.0284,0.0078,0.0017,0.9904,True Eclipse
TOI-260b,False,0.6428,0.0258,0.02,0.013,0.9669,True Eclipse
HD15906c,False,0.8456,0.035,0.0,0.0,1.0,True Eclipse
TOI-622b,False,0.6072,0.0599,0.0166,0.0305,0.9528,True Eclipse
TOI-663b,False,0.1875,0.0407,0.0,0.0,1.0,True Eclipse
TOI-815b,False,0.2664,0.0349,0.0,0.0,1.0,True Eclipse
TOI-836b,False,0.5695,0.0235,0.0017,0.0018,0.9965,True Eclipse
TOI-1634b,False,0.2295,0.0364,0.0,0.0,1.0,True Eclipse
HATS-9b,False,0.2453,0.0725,0.0,0.0018,0.9982,True Eclipse
TOI-1199b,False,0.8726,0.0663,0.0143,0.2162,0.7696,True Eclipse
TOI-1288b,False,0.2672,0.0476,0.0066,0.002,0.9914,True Eclipse
HIP9618b,False,0.2431,0.0364,0.0084,0.001,0.9906,True Eclipse
TOI-1691b,False,0.2792,0.0324,0.007,0.0012,0.9918,True Eclipse
TOI-1694b,False,0.3064,0.061,0.0063,0.0021,0.9916,True Eclipse
TOI-1803b,False,0.3185,0.038,0.006,0.0011,0.9929,True Eclipse
HD110067d,False,0.4774,0.0332,0.0,0.0,1.0,True Eclipse
TOI-2025b,False,0.4528,0.0747,0.0123,0.029,0.9587,True Eclipse
TOI-2145b,False,0.3422,0.04,0.0067,0.0023,0.991,True Eclipse
TOI-2338b,False,0.1737,0.098,0.0,0.0,1.0,True Eclipse
WASP-118b,False,0.1501,0.0873,0.0,0.0,1.0,True Eclipse
K2-140b,False,0.4066,0.117,0.0,0.0,1.0,True Eclipse
BD-143065b,True,1.0064,0.0843,0.0175,0.9727,0.0098,Grazing Eclipse
TOI-1272b,False,0.7748,0.0477,0.0145,0.0575,0.9279,True Eclipse
TOI-201b,False,1.2277,0.0789,0.8376,0.1434,0.0189,False Eclipse
KELT-2Ab,True,0.1606,0.0719,0.0,0.0017,0.9983,True Eclipse
TOI-3023b,False,0.1296,0.0903,0.0,0.0,1.0,True Eclipse
TOI-3321b,False,0.4177,0.0921,0.0,0.0052,0.9948,True Eclipse
TOI-3807b,False,0.9496,0.1155,0.0,0.0,0.0,False Eclipse
TOI-2497b,False,0.3103,0.0433,0.0028,0.0024,0.9948,True Eclipse
TOI-2524b,False,0.1407,0.092,0.0,0.0,1.0,True Eclipse
TOI-2587Ab,False,0.6887,0.0641,0.0174,0.0429,0.9397,True Eclipse
TOI-3919b,False,0.5177,0.0856,0.0,0.0,1.0,True Eclipse
TOI-4010b,False,0.2031,0.033,0.0,0.0,1.0,True Eclipse
TOI-4438b,False,0.3278,0.062,0.0,0.0048,0.9952,True Eclipse
TOI-4791b,False,0.6392,0.081,0.0077,0.0213,0.9711,True Eclipse
TOI-5232b,False,0.2205,0.0656,0.0,0.0,1.0,True Eclipse
TOI-5398b,False,0.2944,0.0899,0.0006,0.0042,0.9952,True Eclipse
TOI-5678b,False,0.1675,0.048,0.0,0.0,1.0,True Eclipse
TOI-5786b,False,0.3279,0.0576,0.0045,0.002,0.9935,True Eclipse
HD108236e,False,0.3898,0.0323,0.0106,0.007,0.9824,True Eclipse
GJ486b,True,0.1296,0.0372,0.0,0.0,1.0,True Eclipse
IRAS04125+2902b,False,0.3532,0.0679,0.0088,0.0066,0.9846,True Eclipse
TOI-1386b,False,0.2022,0.0547,0.0,0.0,1.0,True Eclipse
TOI-6255b,False,0.8044,0.0267,0.0815,0.0522,0.8662,True Eclipse
HAT-P-64b,False,0.218,0.1007,0.0,0.0,1.0,True Eclipse
TOI-1246d,False,0.294,0.036,0.003,0.0015,0.9955,True Eclipse
CoRoT-36b,False,0.6572,0.0953,0.0097,0.033,0.9573,True Eclipse
TOI-444b,False,0.2378,0.0325,0.0048,0.0012,0.9939,True Eclipse
TOI-663c,False,0.216,0.0404,0.0014,0.0016,0.997,True Eclipse
TOI-712b,False,0.8238,0.0277,0.3361,0.0397,0.6242,True Eclipse
TOI-1136f,False,0.4184,0.0367,0.0,0.0007,0.9993,True Eclipse
TOI-1173b,False,0.773,0.09,0.0,0.0001,0.9999,True Eclipse
WASP-47b,False,0.1652,0.1019,0.0,0.0,1.0,True Eclipse
Kepler-105b,False,0.4692,0.028,0.072,0.0199,0.9082,True Eclipse
TOI-1470c,False,0.4355,0.0481,0.0,0.0,1.0,True Eclipse
TOI-1723b,False,0.3343,0.0278,0.0078,0.0007,0.9914,True Eclipse
K2-333b,False,0.2477,0.0461,0.0059,0.0012,0.9929,True Eclipse
KELT-14b,False,0.8105,0.1143,0.0454,0.2547,0.6999,True Eclipse
HD110067c,False,0.1453,0.0278,0.0,0.0,1.0,True Eclipse
TOI-4336Ab,False,0.4335,0.0593,0.0018,0.0032,0.9949,True Eclipse
HD191939d,False,0.4351,0.0292,0.0,0.0,1.0,True Eclipse
HD219134b,False,0.899,0.0189,0.0903,0.083,0.8266,True Eclipse
TOI-2364b,False,0.1946,0.0891,0.0,0.0022,0.9978,True Eclipse
TOI-2368b,False,0.8544,0.1174,0.0051,0.3554,0.6395,True Eclipse
TOI-2981b,False,0.3338,0.114,0.0032,0.0044,0.9925,True Eclipse
NGTS-24b,False,0.7958,0.0768,0.0424,0.1369,0.8207,True Eclipse
TOI-5076b,False,0.1132,0.0379,0.0,0.0,1.0,True Eclipse
NGTS-33b,False,0.7264,0.1146,0.0086,0.0748,0.9166,True Eclipse
TOI-1224b,False,0.2709,0.0478,0.0047,0.0018,0.9935,True Eclipse
HD221416b,False,0.5982,0.0285,0.0,0.0,1.0,True Eclipse
K2-19b,False,0.335,0.0745,0.0,0.0,1.0,True Eclipse
Kepler-91b,False,0.8315,0.0226,0.0114,0.0311,0.9575,True Eclipse
TOI-2018b,False,0.5286,0.0335,0.0071,0.0016,0.9913,True Eclipse
HAT-P-54b,False,0.7228,0.1572,0.0087,0.1299,0.8615,True Eclipse
TOI-1801b,False,0.2594,0.034,0.004,0.0014,0.9946,True Eclipse
HD89345b,False,0.532,0.0384,0.0066,0.0019,0.9915,True Eclipse
HD260655b,False,0.6774,0.0259,0.0,0.0,1.0,True Eclipse
55Cnce,True,0.1782,0.0202,0.0,0.0,1.0,True Eclipse
HD86226c,False,0.6211,0.0188,0.0,0.0,0.0,False Eclipse
Kepler-18d,False,0.738,0.0578,0.0274,0.0494,0.9232,True Eclipse
KELT-4Ab,False,0.6777,0.1089,0.0076,0.0402,0.9521,True Eclipse
XO-3b,True,0.6274,0.0908,0.0,0.0002,0.9998,True Eclipse
HAT-P-13b,True,0.6695,0.0844,0.0,0.0028,0.9972,True Eclipse
WASP-19b,True,0.6708,0.1441,0.0,0.0,1.0,True Eclipse
HAT-P-16b,False,0.4161,0.1071,0.0,0.0,1.0,True Eclipse
HAT-P-32b,True,0.1126,0.1489,0.0,0.0,1.0,True Eclipse
WASP-67b,True,0.9022,0.1343,0.1063,0.4813,0.4124,Grazing Eclipse
WASP-185b,False,0.5878,0.0856,0.0,0.0005,0.9995,True Eclipse
LTT3780b,False,0.4685,0.0324,0.0,0.0,1.0,True Eclipse
TOI-2158b,False,0.9441,0.07,0.2132,0.327,0.4597,True Eclipse
HAT-P-41b,True,0.1951,0.1028,0.0,0.0,1.0,True Eclipse
HATS-2b,False,0.2561,0.1335,0.0,0.0,1.0,True Eclipse
TOI-251b,False,0.5897,0.0286,0.0095,0.0061,0.9844,True Eclipse
HD1397b,False,0.1839,0.0451,0.0,0.0,1.0,True Eclipse
TOI-4010d,False,0.5182,0.068,0.0,0.0,1.0,True Eclipse
