Planet,eclipse_observed,b_occ_median,k_nominal,prob_false_eclipse,prob_grazing_eclipse,prob_true_eclipse,b_mean,b_std,k_mean,k_std,dominant_regime
HD77946b,False,0.448926648943802,0.0189,0.03371,0.00772,0.95857,0.48691566288706445,0.2620230137262248,0.018900012810449732,0.0010493239060034856,True Eclipse
TOI-150.01,False,0.3259768864783008,0.0826,0.00217,0.00386,0.99397,0.34709677422070623,0.16021081404107454,0.0826100013616516,0.0011513919536186683,True Eclipse
WASP-72b,False,0.566614907190331,0.0656,0.0367,0.04887,0.91443,0.5944559417534965,0.2494973922796527,0.0655851418867534,0.0030979155197785367,True Eclipse
HAT-P-43b,False,0.1803122709733446,0.1193,0.0,0.0,1.0,0.19112099374054975,0.10929126278662436,0.11930574665732184,0.0018015071398358648,True Eclipse
TOI-169b,False,0.8988209228370388,0.0866,0.10074,0.35516,0.5441,0.8776285664903293,0.20275069323505296,0.08660315269890154,0.004526755836035963,True Eclipse
HAT-P-15b,False,0.2459891933412629,0.1019,0.0,0.0,1.0,0.24597500572497022,0.055460065897486456,0.10190094812687989,0.0008981298079301862,True Eclipse
Wolf327b,False,0.4599253080760154,0.028,0.0,0.0,1.0,0.4525970609892802,0.11158665636279223,0.028004444453546485,0.0007011318486627584,True Eclipse
TOI-700c,False,0.9506898504018232,0.0573,0.15777,0.37372,0.46851,0.9544280907405824,0.10732041864241063,0.05729126663338773,0.0019060209040215968,True Eclipse
TOI-3235b,False,0.5005552139216811,0.2828,0.0,0.02101,0.97899,0.4903599318964602,0.11225550478305173,0.2827988300758073,0.0015867445026543463,True Eclipse
K2-198b,False,0.4964131077092201,0.039,0.00116,0.00272,0.99612,0.49019800510260686,0.11901101210228868,0.039002822495067986,0.0009418239804878188,True Eclipse
WASP-69b,True,0.6703814549705074,0.133604131,0.0,0.0,0.0,0.6592890282489751,0.15982814845686322,,,False Eclipse
TOI-1296b,False,0.1455914547560634,0.07599,0.0,0.0,1.0,0.1512217704580989,0.0856435617652909,0.07599047217560498,0.0004261990541009642,True Eclipse
XO-5b,False,0.5229591357784351,0.1039,0.00081,0.00751,0.99168,0.5150459427575146,0.12978194240124688,0.10390052322028116,0.0006993333377640464,True Eclipse
WASP-181b,False,0.3221026735948761,0.126083958,0.00509,0.00426,0.99065,0.34480629637763727,0.1704796707268197,0.1260834879041751,0.001506908346467033,True Eclipse
HATS-65b,False,0.651408154220138,0.1181,0.00595,0.03675,0.9573,0.637551816269476,0.15138598286813232,0.11810901261849777,0.002500463908968955,True Eclipse
TOI-1452b,False,0.1862550859729616,0.055740764,0.0,0.0,1.0,0.20157407572593075,0.12692492614011475,0.05573732286857832,0.0014366557869132457,True Eclipse
KELT-6b,False,0.2404743647910679,0.07761,0.0,0.00174,0.99826,0.252671195081527,0.14531164896506213,0.07761460431541281,0.0009593911239160058,True Eclipse
TOI-1836b,False,0.455251818820248,0.04651,0.0035,0.0027,0.9938,0.4584039944688408,0.14055445027091207,0.046509985305249746,0.000394736101673159,True Eclipse
HATS-58Ab,False,0.6314145173437103,0.0786,0.00776,0.01603,0.97621,0.6245273036506762,0.14908868485055907,0.07860432575044532,0.002497957574838029,True Eclipse
K2-3b,False,0.3072823179513445,0.0349,0.0,3e-05,0.99997,0.33196704114687264,0.14816157278337228,0.03490087863212753,0.0003862940780747845,True Eclipse
HAT-P-18b,False,0.3483541598547023,0.1365,0.0,0.0,1.0,0.35066254434859373,0.09481591821730292,0.13649445340576807,0.0014986972906605646,True Eclipse
HD207496b,False,0.5228004202838759,0.02663,0.06852,0.02192,0.90956,0.5511161033015436,0.30658154425485523,0.02662396498794181,0.00073747155208518,True Eclipse
WASP-45b,False,0.8461396354133024,0.1137,0.05027,0.30546,0.64427,0.8277779288671955,0.1917465338531091,0.11371359967835229,0.002572825944424097,True Eclipse
TOI-1789b,False,0.9434735519793712,0.068,0.1866,0.34623,0.46717,0.9219816213719207,0.21524031598107993,0.06798033353657243,0.008908654214363576,True Eclipse
K2-198d,False,0.0956436105331435,0.022,0.0,0.0,1.0,0.1280797954357033,0.1223040051287965,0.021998281930632992,0.0005372916993423022,True Eclipse
WASP-94Ab,True,0.1772845553899241,0.10970611,0.0,0.0016,0.9984,0.18962652943098673,0.1131545363760808,0.10970294273856429,0.0007287602705847196,True Eclipse
TOI-2193Ab,False,0.9708036718959002,0.145745154,0.0,0.0,0.0,0.9524467018128134,0.23172509782099698,,,False Eclipse
Kepler-6b,True,0.1343572757695788,0.09424,0.0,0.0,1.0,0.1351171967123536,0.039194993385991674,0.0942407019033723,0.00011487893049559746,True Eclipse
GJ367b,True,0.5952744304156029,0.01399,0.0,5e-05,0.99995,0.5982298291454793,0.07073154019719838,0.013988971804790258,0.00028007203413409537,True Eclipse
TOI-451d,False,0.3697604376898776,0.04246,0.0,0.0,1.0,0.364692903965526,0.1004539294873571,0.04245908715538223,0.00044015725275623255,True Eclipse
WASP-93b,False,0.8890562172830394,0.107685045,0.0802,0.40459,0.51521,0.867310406758195,0.2053335108701411,0.10768781504883249,0.0006044929193248051,True Eclipse
TOI-1899b,False,0.3275985822494897,0.168,0.0,0.0,1.0,0.32571059372416233,0.07077518697178581,0.1680001641159708,0.003001649533268387,True Eclipse
HATS-24b,False,0.3161609216572921,0.1334,0.0,0.00594,0.99406,0.3239738998477195,0.14355666381074628,0.13339353940566875,0.0019032547590109297,True Eclipse
EPIC211945201b,False,0.8317235601706743,0.0407,0.07616,0.07013,0.85371,0.8122006315049417,0.18413167861851895,0.04070037777761892,0.00029912565549161375,True Eclipse
TOI-1135b,False,0.0080699324245358,0.0697,0.0,0.0,1.0,0.00951450868740636,0.0066322970804394135,0.06969993965658675,0.00020011430060125064,True Eclipse
TOI-4137b,False,0.5819399379176322,0.086540759,0.0,0.0,1.0,0.5840883564519824,0.06206816647629006,0.08653831807656302,0.0008100969725292075,True Eclipse
HAT-P-31b,False,0.3402242090701589,0.08,0.00689,0.0025,0.99061,0.3545634343087752,0.2113702475115174,0.08002681447821025,0.018797181073056248,True Eclipse
WASP-31b,False,0.748926635968829,0.127273366,0.0,0.0,0.0,0.7361096711495129,0.17370054907774252,,,False Eclipse
WASP-96b,True,0.689132396662175,0.117443069,0.00917,0.07059,0.92024,0.6784097582040206,0.168762332630071,0.11744369540112064,0.0012730165961588535,True Eclipse
TOI-481b,False,0.1999888314219748,0.0614,0.0,0.0,1.0,0.20160008912075233,0.07658686558970741,0.06139930849822892,0.00020055392942212595,True Eclipse
HAT-P-57b,False,0.1650900452760088,0.096652471,0.0,0.0,1.0,0.17338412741493248,0.09341254107961186,0.09665602376554647,0.0015002858748838232,True Eclipse
HAT-P-37b,False,0.4946382470970426,0.1378,0.0,0.0,1.0,0.4933525320431955,0.08252715338917342,0.13778979643630582,0.002996440403600514,True Eclipse
TOI-3976Ab,False,0.4818972951928781,0.074966782,0.00107,0.0048,0.99413,0.47964692054532854,0.13122613077480139,0.07496456723505963,0.000866777205488029,True Eclipse
HAT-P-67b,False,0.1277877622851789,0.0834,0.0,0.0,1.0,0.14099804406435107,0.09561723386355422,0.08339699414836227,0.0017051488705960593,True Eclipse
K2-155c,False,0.458515300220682,0.0321,0.0557,0.01944,0.92486,0.5003923952930135,0.3440956723632116,0.032098419093182326,0.001331918716438183,True Eclipse
TOI-1273b,False,1.0122603171992983,0.096,0.24738,0.56886,0.18376,1.0149110163589503,0.12365554487288513,0.09606013302346557,0.02094966431958283,Grazing Eclipse
TOI-1518b,True,0.8856063462310504,0.0988,0.08545,0.3534,0.56115,0.8618166164991429,0.2005553644201581,0.09880233572901037,0.0013633208311993642,True Eclipse
WASP-149b,False,0.5685179188385776,0.1297,0.0,0.01065,0.98935,0.5578817197148243,0.129288721794187,0.12969930372559935,0.0008540273147372707,True Eclipse
TIC393818343b,False,0.1370894383314363,0.10295,0.0,0.0,1.0,0.13961210818511507,0.07798765692036058,0.102952957911363,0.0006352368999304459,True Eclipse
TOI-2407b,False,0.2689713505233711,0.0689,0.0,0.0,1.0,0.28062776733807326,0.1122888613181618,0.06889768859381369,0.0008488605378062933,True Eclipse
K2-406b,False,0.50978140425159,0.0439,0.0582,0.0307,0.9111,0.5475021835206502,0.3048677544624095,0.04390625845889951,0.0010033611802564046,True Eclipse
TOI-5803b,False,0.3611223177347052,0.0393,0.00984,0.00682,0.98334,0.38394296648699994,0.23666907554248173,0.039294830711729484,0.0014516007991627552,True Eclipse
HD42813b,False,0.2741822021579889,0.03195,0.00675,0.00122,0.99203,0.3014980236858244,0.196439480671007,0.03194897824762229,0.00032145382697458834,True Eclipse
TOI-837b,False,0.8962599408313624,0.0798,0.10151,0.31422,0.58427,0.8777331844482411,0.1989103078072965,0.0798072742617663,0.002750861356860259,True Eclipse
LP714-47b,False,0.7336732069454879,0.0751,0.0,0.00906,0.99094,0.7365164462460662,0.0714837267118257,0.0751030087458879,0.0009010712411004286,True Eclipse
WASP-26b,True,0.8108786085326279,0.101920368,0.04997,0.21121,0.73882,0.798983898067919,0.19656005346816577,0.10192517803126802,0.0019505074616420572,True Eclipse
WASP-74b,True,0.838025632123094,0.0984206,0.05082,0.22804,0.72114,0.816983022054485,0.1877397159121778,0.09842064934941284,0.0007125946198951014,True Eclipse
K2-107b,False,0.7883998913055996,0.083,0.04791,0.15019,0.8019,0.7808690461208558,0.19346063745452918,0.08300000127002038,0.001002442286426375,True Eclipse
WASP-184b,False,0.4039167638367077,0.082832952,0.00589,0.00345,0.99066,0.4188611717382056,0.18432704556954244,0.08282826022101702,0.00181538510076085,True Eclipse
LHS1678d,False,0.7719776832503572,0.0273,0.00526,0.00385,0.99089,0.7745882866034419,0.07851171477429952,0.027302743232514498,0.0017524389707410726,True Eclipse
TOI-1685b,False,0.4599529851422659,0.0317,0.0,0.00033,0.99967,0.4546510041135471,0.11519595611254092,0.0317019118813788,0.0009525435430283098,True Eclipse
HATS-10b,False,0.3177751539448821,0.0903,0.0,0.0023,0.9977,0.3245050950476506,0.1312525794212088,0.09030354074482626,0.001301745295875109,True Eclipse
AUMicb,False,0.1600583488110534,0.0488,0.0,0.0,1.0,0.1701085847632544,0.10239838322856565,0.0488002332270164,0.0009989468520862706,True Eclipse
TOI-1410.01,False,0.5493659574715519,0.03761441,0.00562,0.00231,0.99207,0.5437672284367151,0.13835521704343479,0.03761855608258245,0.0020729743170777447,True Eclipse
HD152843c,False,0.4912822391904315,0.03764,0.0,0.00265,0.99735,0.49680043928936,0.101891975365262,0.037639690374487646,0.0007159006577720938,True Eclipse
LTT1445Ab,True,0.3081801530074057,0.0458,0.00507,0.00194,0.99299,0.32431649620348535,0.19076246410165218,0.045797694552338564,0.0011489173865916727,True Eclipse
TOI-3071b,False,0.5397466186016234,0.05,0.00826,0.00188,0.98986,0.54325788561117,0.15558968528554343,0.04999219171531466,0.0029936059723187267,True Eclipse
KELT-11b,False,0.4077391290047588,0.0514,0.0,0.0,1.0,0.4076808540907795,0.018267346607974078,0.051412534600288745,0.003516639318228817,True Eclipse
TOI-178e,False,0.5648975897693566,0.0311,0.00679,0.00199,0.99122,0.5611470216523143,0.14916011822268496,0.0310967336659852,0.0011505396410322888,True Eclipse
TOI-178g,False,0.8449589605138368,0.0404,0.08908,0.08283,0.82809,0.828598775018751,0.1880078708076717,0.040403779012751835,0.0018508327097503388,True Eclipse
TOI-2207b,False,0.2472807534405492,0.065376516,0.0,0.00296,0.99704,0.25854751424190675,0.15112216386195143,0.06537278909655055,0.000720846041191761,True Eclipse
TOI-244b,False,0.793568459855187,0.0326,0.08374,0.06166,0.8546,0.789982855085514,0.19943102930814952,0.032597917644622644,0.0017480223600409022,True Eclipse
TOI-913b,False,0.3896239690546453,0.0306,0.01765,0.00798,0.97437,0.41560778987923463,0.2611222674667666,0.030594601992921522,0.0014513743049379179,True Eclipse
GJ357b,False,0.2929913586396978,0.0309,0.00827,0.00064,0.99109,0.32258476852045836,0.2077781015689969,0.030897475088166794,0.0009995189606584365,True Eclipse
LHS1140b,False,0.2146926196688684,0.073462007,0.0,0.0,1.0,0.21903904975954178,0.08360432504103892,0.0734601424877288,0.0004079376152352149,True Eclipse
LHS1140c,True,0.0975461424232798,0.054013681,0.0,0.0,1.0,0.10117989501104573,0.06096471745900359,0.05401413185328925,0.0008326728328991304,True Eclipse
TOI-2969b,False,0.6907739429870706,0.1613,0.00873,0.12042,0.87085,0.6828431137268559,0.16781739589504235,0.1613012363295809,0.000801509558071098,True Eclipse
TOI-2989b,False,0.3405716900728482,0.152,0.0,0.00282,0.99718,0.34478199661067277,0.1058430498219132,0.15200161491089184,0.0015830432725428892,True Eclipse
TOI-5300b,False,0.1324823495195591,0.1389,0.0,0.0,1.0,0.14158630832244917,0.0871064383948107,0.13890317286720072,0.0010457318900469756,True Eclipse
MASCARA-4b,False,0.2935582306137607,0.0869,0.0,0.0,1.0,0.2952611650655411,0.08630767690502564,0.08689502118111096,0.00149680655214874,True Eclipse
TOI-1468b,True,0.4614950981738774,0.03461,0.0,0.0,1.0,0.46735829797743944,0.08397419957450727,0.034609127168138513,0.0009624457950623414,True Eclipse
TOI-1468c,False,0.7096634364213339,0.0526,0.01356,0.03561,0.95083,0.7260605444099617,0.12869986407238693,0.0525980485031748,0.00160044888099426,True Eclipse
TOI-470b,False,0.2799226449490772,0.0477,0.00753,0.00139,0.99108,0.3118201035566973,0.20998361335608556,0.047703969297093266,0.0008013320599648043,True Eclipse
TOI-4600b,False,0.3425718858886466,0.0769,0.00621,0.00275,0.99104,0.3686879224815329,0.18760908885015876,0.07689383516771585,0.0019084264185273985,True Eclipse
LP791-18d,False,0.284381919545017,0.05192,0.0,0.0,1.0,0.29233389688375705,0.15366208922680372,0.051920046338455775,0.0008970875495472355,True Eclipse
TOI-5319b,False,0.2984272059162651,0.0609,0.00575,0.00252,0.99173,0.31431850228472485,0.19457288509539286,0.06090722828509903,0.006968886002868599,True Eclipse
SPECULOOS-3b,False,0.1254258374456166,0.07273,0.0,0.0,1.0,0.13580563454958353,0.08385942995692278,0.07273111664376727,0.0007993349126810839,True Eclipse
K2-260b,False,0.0845457379103198,0.09617,0.0,0.0,1.0,0.08589194215479891,0.04948196946756105,0.09616921497074467,0.00021652530858884273,True Eclipse
WASP-85Ab,False,0.0482238036038501,0.136284203,0.0,0.0,1.0,0.05052460319828313,0.016972727545666987,0.1362841097488026,7.341957606357878e-05,True Eclipse
WASP-157b,False,0.8745068383540444,0.096509929,0.10056,0.31764,0.5818,0.8639522565706081,0.209697970717266,0.09650473891656393,0.0018122330311313686,True Eclipse
WASP-25b,False,0.3640404840564267,0.137445091,0.0,0.00646,0.99354,0.37143452039289965,0.13033820690015221,0.13744554256271674,0.0007262525780201804,True Eclipse
TOI-3894b,False,0.7222965465730888,0.09302,0.0,0.00863,0.99137,0.7226815934302347,0.07252260502168718,0.09301822880261915,0.0007822280702643928,True Eclipse
KELT-1b,True,0.2306122260761743,0.07742,0.0,0.0,1.0,0.2293766984078799,0.0682658448547969,0.07741811693908267,0.0005590242409281396,True Eclipse
HD28109c,False,0.3455263527434622,0.02632,0.0,0.0,1.0,0.34929402703083856,0.11231981476845869,0.02632006667460302,0.00026941960536645376,True Eclipse
TOI-1478b,False,0.4794115908421244,0.104,0.0,0.00038,0.99962,0.48688765238195675,0.08767967015948797,0.10400489946264165,0.0014974440027414194,True Eclipse
WASP-48b,False,0.7044871863918397,0.097559511,0.0105,0.07172,0.91778,0.6964185693113992,0.1712717784503359,0.09756145781173658,0.0010247097488613292,True Eclipse
WASP-12b,True,0.340659930115901,0.11785,0.0,0.0,1.0,0.3369851684317773,0.08746805331643825,0.11785196268277436,0.000535586404193793,True Eclipse
TOI-771b,False,0.2437954668283394,0.05369,0.0,0.0,1.0,0.2552120015503916,0.1428106281895047,0.053691011302296726,0.0007999501994190981,True Eclipse
WASP-154b,False,0.2959350497065334,0.12,0.0,0.0,1.0,0.29817524871532164,0.09047839356571151,0.1199940245610445,0.0009997235087443642,True Eclipse
TOI-1136e,False,0.3545688535216095,0.02497,0.0,0.0,1.0,0.3696645177034646,0.11599447489533894,0.024968510496024467,0.0007338677924691409,True Eclipse
WASP-71b,False,0.3647530131666346,0.066386513,0.00619,0.00239,0.99142,0.3822333575201205,0.18774810627775396,0.066377838354655,0.0011303887179249094,True Eclipse
LHS3844b,False,0.1786236305030453,0.0635,0.0,0.0,1.0,0.18140587169379868,0.07584913427688035,0.06350204312326573,0.0009014276085391637,True Eclipse
K2-32b,False,0.3396365215969665,0.05642,0.0,0.00342,0.99658,0.3682675056041679,0.14252168830855336,0.05641504618807761,0.0006862983078432972,True Eclipse
TOI-5005b,False,0.1263656074262026,0.0616,0.0,0.0,1.0,0.13527599698768106,0.08716504083506965,0.06159711190672413,0.0012027056876881934,True Eclipse
K2-32c,False,0.3683704865417518,0.03342,0.00494,0.00179,0.99327,0.39181451743578827,0.1608335033493846,0.03341868825200005,0.0005550036581128085,True Eclipse
HD63935b,False,0.4782655266156165,0.0285,0.0005,0.00204,0.99746,0.47148154499291867,0.11289505153410989,0.028500486808195613,0.0003989458175713866,True Eclipse
CoRoT-19b,False,0.2326501335747262,0.0786,0.0,0.0,1.0,0.23433869226017734,0.08332827204684623,0.07859800523256484,0.0003990369865743995,True Eclipse
HD189733b,True,0.6439649786412065,0.1504,0.00322,0.042,0.95478,0.6306062972263397,0.13775979412075096,0.15041193962821525,0.003848917980257377,True Eclipse
KELT-17b,False,0.5529618996207762,0.09526,0.00325,0.0054,0.99135,0.5448595404734534,0.13391489181508454,0.09526055138971302,0.0008655239808992383,True Eclipse
TOI-1260b,False,0.1883700593232407,0.0329,0.0,0.0,1.0,0.20234995060461256,0.12189103812535287,0.0329007713879117,0.0005973071716206778,True Eclipse
WASP-79b,True,0.4892611344964265,0.10412378,0.0,0.00448,0.99552,0.4789343302095999,0.11457610862206939,0.10412478552779718,0.0004812992643752749,True Eclipse
TOI-561c,False,0.136443560697136,0.0316,0.0,0.0,1.0,0.13614336700121113,0.07384409784555347,0.03160092000358312,0.0003985494086091075,True Eclipse
K2-139b,False,0.3333295836084532,0.0961,0.0059,0.00345,0.99065,0.3434267285065396,0.19966435493573384,0.0961054636767895,0.001943097130735445,True Eclipse
Qatar-5b,False,0.1753062686103979,0.1061,0.0,0.0,1.0,0.1908472384571767,0.1181267925979277,0.10609853231305398,0.0012954295843642103,True Eclipse
TOI-431b,True,0.3180752480188947,0.016053211,0.0,0.0,0.0,0.3186458773110143,0.10114199791778403,,,False Eclipse
HATS-60b,False,0.4380811692375087,0.0811,0.0,0.00141,0.99859,0.4344200588697338,0.10453285110692563,0.0810934812085756,0.003301528127692114,True Eclipse
